nama_rumah,kamar_mandi,kamar_tidur,luas_m2,harga,harga_m2,alamat,link
"5 Bedrooms Rumah Kebayoran Baru, Jakarta Selatan, DKI Jakarta",6,5,600,37000000000,99462366,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-5-bedrooms-rumah-kebayoran-baru-jakarta-selatan-dki-jakarta-oleh-nentis-rusli-11742659
"Rumah di Kertanegara, Kebayoran Baru",2,3,250,36890000000,85000000,"Kertanegara, Senopati, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-di-kertanegara-kebayoran-baru-oleh-iwan-david-17794244
"Jl. Brawijaya Raya, Pulo, Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12160, Indo",3,4,500,36500000000,38829787,"Jalan Brawijaya Raya, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jl-brawijaya-raya-pulo-kby-baru-kota-jakarta-selatan-daerah-khusus-ibukota-jakarta-12160-indo-oleh-novi-jusmanto-e-15042932
Dijual rumah hitung tanah di cilandak jakarta selatan,0,1,1,36400000000,14000000,"Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-hitung-tanah-di-cilandak-jakarta-selatan-oleh-rizal-18930967
"Pondok Indah, Jakarta Selatan",4,5,800,36000000000,30000000,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pondok-indah-jakarta-selatan-oleh-novi-jusmanto-e-18940068
Dijual Rumah Mewah Di Pondok Indah,4,4,525,36000000000,72000000,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-di-pondok-indah-oleh-dasep-18522608
Jual Ramah Minimalis di Brawijaya Jakarta Selatan,4,5,650,36000000000,90000000,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jual-ramah-minimalis-di-brawijaya-jakarta-selatan-oleh-toyo-18921267
RUMAH MEWAH DI PONDOK INDAH JAKARTA SELATAN,5,5,525,36000000000,73319756,"GEDUNG HIJAU RAYA, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-di-pondok-indah-jakarta-selatan-oleh-aldo-18924954
Dijual Rumah Di Pondok Indah Jakarta Selatan,4,4,525,35500000000,70297030,"Pondok Indah, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-pondok-indah-jakarta-selatan-oleh-nurul-laela-roswati-s-psi-17910706
"Rumah Tua hitung Tanah di Mampang Prapatan, Jakarta Selatan",2,2,90,35000000000,14000000,"Jalan Mampang Prapatan X, Mampang Prapatan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-tua-hitung-tanah-di-mampang-prapatan-jakarta-selatan-oleh-siany-karyanto-16469933
"Dijual rumah tua di Jl. Darmawangsa XII RT. 010/ RW. 01, Kel. Pulo, Kec. Kebayoran Baru Jakarta Selatan",2,4,475,35000000000,58333333,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-tua-di-jl-darmawangsa-xii-rt-010-rw-01-kel-pulo-kec-kebayoran-baru-jakarta-selatan-oleh-dewi-sabina-18268237
Pejaten Barat Termurah Siap Huni Rumah Mewah Nyaman,4,5,800,35000000000,26676829,"Pejaten, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pejaten-barat-termurah-siap-huni-rumah-mewah-nyaman-oleh-nizar-luthfi-18158501
Rumah Dijual Lokasi Pondok Indah Harga Nego,4,5,600,35000000000,56451613,"Pondok Indah, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-dijual-lokasi-pondok-indah-harga-nego-oleh-raharja-hadi-bastari-18676577
Permata Hijau,4,5,520,35000000000,77777778,"Permata Hijau, Permata Hijau, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-permata-hijau-oleh-zaenal-arifin-18693461
Kebayoran Baru Kertanegara Layak Huni di Area Elite,4,3,400,35000000000,95108696,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kebayoran-baru-kertanegara-layak-huni-di-area-elite-oleh-nizar-luthfi-17969772
Kemang Timur,5,8,600,35000000000,35000000,"Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kemang-timur-oleh-rito-armand-s-18927226
"Pondok Indah Rumah Baru, Jakarta Selatan",5,6,525,35000000000,66666667,"Pondok Indah, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pondok-indah-rumah-baru-jakarta-selatan-oleh-tora-saputra-16425081
"Dijual rumah mewah di pondok indah , jakarta selatan !",5,5,525,35000000000,69306931,"Pondok indah, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-di-pondok-indah-jakarta-selatan-oleh-ahmad-sauqi-18860334
"Dijual Secondary Unit Kebayoran Baru, Semi Furnished",5,6,500,35000000000,105740181,"Jl. Hang Lekiu, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-secondary-unit-kebayoran-baru-semi-furnished-oleh-nicky-gayatri-18921662
pejaten barat,6,6,1312,35000000000,41176471,"pejaten barat 2, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pejaten-barat-oleh-agus-faisal-18866018
Rumah Terawat di KebayoranBaru,6,7,1000,35000000000,50000000,"Hang, Kebayoran baru jaksel, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-terawat-di-kebayoranbaru-oleh-rinny-n-chairini-18520552
dijual rumah mewah kebayoran baru,6,6,550,35000000000,88383838,"Brawijaya, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-kebayoran-baru-oleh-tabah-pranatio-18758716
Rumah dijual Pakubuwono Jl Ophir,7,10,1250,35000000000,43804756,"Pakubuwono, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-dijual-pakubuwono-jl-ophir-oleh-dewi-sabina-18300550
"JUAL CEPAT! Rumah Kos REKOMENDID di Radio Dalam, Jakarta Selatan!",10,10,1500,35000000000,40650407,"HUBUNGI : FITRI - WA. 0812.8003.0500, Radio Dalam, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jual-cepat-rumah-kos-rekomendid-di-radio-dalam-jakarta-selatan-oleh-fitri-hatta-17905194
"PEJATEN BARAT, FOR SALE  LUXURY HOUSE  NEAR KEMANG AREA",4,5,850,34500000000,26295732,"Pejaten, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pejaten-barat-for-sale-luxury-house-near-kemang-area-oleh-dian-damayanti-18933194
Modern and quite House  “The price can be negotiable”,2,3,430,33000000000,100000000,"Jl. Erlangga, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-modern-and-quite-house-the-price-can-be-negotiable-oleh-rifka-junita-16148884
COCOK USAHA DAN KANTOR JL WIJAYA II KEBAYORAN BARU Instagram: @kebayoranbaru. realty,4,5,626,33000000000,77102804,"Jl Wijaya II, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cocok-usaha-dan-kantor-jl-wijaya-ii-kebayoran-baru-instagram-kebayoranbaru-realty-oleh-yudhistira-arimbawa-17218152
rumah mewah pejaten barat,5,5,650,33000000000,26829268,"pejaten barat, kemang, warung buncit, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-pejaten-barat-oleh-agus-faisal-18936617
Dijual Rumah Pondok Indah Jakarta Selatan,5,5,1000,33000000000,70815451,"Pondok Indah, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-pondok-indah-jakarta-selatan-oleh-nurul-laela-roswati-s-psi-17768264
Rumah Mewah Siap Huni 5 Kamar Tidur di Kebayoran Baru Jakarta Selatan,5,5,500,33000000000,100303951,"Kebayoran Baru, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-siap-huni-5-kamar-tidur-di-kebayoran-baru-jakarta-selatan-oleh-iskandar-17047737
"Kemang, Dijual segera Rumah luas",3,5,555,32688000000,24000000,"Kemang, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kemang-dijual-segera-rumah-luas-oleh-agungan-alam-bastari-18918882
kemang dalam super murah,6,7,1200,32500000000,23636364,"Kemang selatan, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kemang-dalam-super-murah-oleh-agus-sutisna-wijaya-18401354
PONDAK INDAH,2,3,700,32000000000,50793651,"Pondok Indah, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pondak-indah-oleh-nurul-azizah-18944197
Kuningan Area Elit Expatriat Best Price 68juta/m,3,4,400,32000000000,68085106,"Kuningan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kuningan-area-elit-expatriat-best-price-68juta-m-oleh-nizar-luthfi-18021613
Kuningan area Elit dan Expatriat 68jt/m Best Price,4,4,400,32000000000,68085106,"Kuningan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kuningan-area-elit-dan-expatriat-68jt-m-best-price-oleh-nizar-luthfi-18121777
rumah baru hang lekiu kebayoran dekat senayan,8,4,600,32000000000,98461538,"hang lekiu, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-baru-hang-lekiu-kebayoran-dekat-senayan-oleh-agus-faisal-18897795
Pondok Indah,9,10,950,32000000000,54514480,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pondok-indah-oleh-rito-armand-s-18927108
warung buncit,3,4,800,31000000000,18235294,"warung buncit, Warung Buncit, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-warung-buncit-oleh-roni-subagyo-18420907
Bangka Kemang Brand New Luxury Best Deal,4,5,800,31000000000,28730306,"Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-bangka-kemang-brand-new-luxury-best-deal-oleh-nizar-luthfi-18065110
"Cilandak, Ragunan Rumah Mewah Desain Kolonial Modern",7,9,1100,31000000000,7069555,"Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cilandak-ragunan-rumah-mewah-desain-kolonial-modern-oleh-nina-ika-dewandari-17636448
Di Jual Rumah Jl. Tebet Barat IV,1,4,292,30000000000,40927694,"Jl Tebet Barat IV, Tebet Barat, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-di-jual-rumah-jl-tebet-barat-iv-oleh-dina-18292343
BINTARO,3,5,1500,30000000000,13729977,"Bintaro Jakarta Selatan, Bintaro, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-bintaro-oleh-nurul-azizah-18944418
"TB Simatupang, Antasari  Rumah Mewah Zonasi Vertikal R. 7 Harga Bersahabat",3,4,550,30000000000,25041736,"Tb. Simatupang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-tb-simatupang-antasari-rumah-mewah-zonasi-vertikal-r-7-harga-bersahabat-oleh-nina-ika-dewandari-15309581
"Rumah Dijual Jl. Darmawangsa Kel. Pulo, Kec. Kebayoran Baru",3,6,350,30000000000,46153846,"Dharmawangsa, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-dijual-jl-darmawangsa-kel-pulo-kec-kebayoran-baru-oleh-dewi-sabina-18557729
Rumah Dijual Wilayah Darmawangsa Jakarta Selatan,4,3,256,30000000000,74812968,"Darmawangsa, Antasari, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-dijual-wilayah-darmawangsa-jakarta-selatan-oleh-nurul-laela-roswati-s-psi-17747380
Rumah mewah 2. 5 lantai  ada swimming pool area premium lingkungan tenang dan nyaman lokasi strategis,4,4,500,30000000000,92307692,"Karang Asem, Mega Kuningan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-2-5-lantai-ada-swimming-pool-area-premium-lingkungan-tenang-dan-nyaman-lokasi-strategis-oleh-cecep-baskara-17968922
Tanjung Mas Raya,5,5,800,30000000000,30000000,"Jl. Raya Tanjung Barat, Tanjung Barat, Jagakarsa, Tanjung Barat, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-tanjung-mas-raya-oleh-herman-17090697
Permata Hijau,9,9,1000,30000000000,33333333,"Permata Hijau, Permata Hijau, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-permata-hijau-oleh-nelfi-tanjung-18891955
Lebak bulus,10,8,1199,30000000000,5855944,"Lebak bulus, Cirendeu, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-lebak-bulus-oleh-dedy-faazli-17862221
Jual Di bawah Harga Pasar Kondisi Tersewa Cocok Untuk Investasi Lebak Bulus Jakarta Selatan,4,8,800,29500000000,13199105,"Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jual-di-bawah-harga-pasar-kondisi-tersewa-cocok-untuk-investasi-lebak-bulus-jakarta-selatan-oleh-sartini-16496466
Dijual Rumah di Jl Rimba Cipete Utara Posisi Hook,0,1,415,29500000000,27570093,"Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-jl-rimba-cipete-utara-posisi-hook-oleh-dewi-sabina-18265208
Dijual Rumah Dengan Halaman Luas,4,5,900,29000000000,19594595,"Cipete Jakarta Selatan, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-dengan-halaman-luas-oleh-nentis-rusli-12682769
Sekolah duta Pondok Indah,4,3,700,29000000000,46031746,"Sekolah duta, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-sekolah-duta-pondok-indah-oleh-ikhsan-lubis-18569828
Rumah dijual bisa untuk usaha di Senopati,4,10,400,29000000000,82857143,"Jl. Birah, Senopati, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-dijual-bisa-untuk-usaha-di-senopati-oleh-dewi-sabina-17998465
"Dijual rumah mewah di pondok indah jakarta selatan, siap huni !",5,6,365,29000000000,46031746,"Pondok indah, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-di-pondok-indah-jakarta-selatan-siap-huni-oleh-ahmad-sauqi-18932267
Kebayoran baru rumah siap huni area elite lingkungan tenang dan nyaman lokasi strategis dekat k SCBD,3,3,330,28500000000,71250000,"Erlangga, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kebayoran-baru-rumah-siap-huni-area-elite-lingkungan-tenang-dan-nyaman-lokasi-strategis-dekat-k-scbd-oleh-cecep-baskara-16761971
Eks kantor,0,2,1200,28500000000,36774194,"Tebet, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-eks-kantor-oleh-evy-darmawan-18934136
Menteng dekat H. I Termurah Siap Huni,3,3,600,28000000000,85889571,"Menteng, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-menteng-dekat-h-i-termurah-siap-huni-oleh-nizar-luthfi-17780185
Rumah Patra Kuningan,4,4,650,28000000000,56000000,"Menteng Dalam, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-patra-kuningan-oleh-chris-cornelius-17327888
Permata Berlian Residence,5,4,600,28000000000,43410853,". Jl. Permata Berlian, Permata Hijau, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-permata-berlian-residence-oleh-brigita-diamond-18875180
Bukit Hijau Pondok Indah,5,5,450,28000000000,48951049,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-bukit-hijau-pondok-indah-oleh-aulia-angga-dini-angtiyas-18928977
Dijual Rumah Mewah di  Kebayoran baru jaksel,6,6,680,28000000000,34146341,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-di-kebayoran-baru-jaksel-oleh-ristalina-17500749
Rumah cocok buat kantor/ usaha kuliner harga njop,6,3,1000,28000000000,36129032,"Tebet, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-cocok-buat-kantor-usaha-kuliner-harga-njop-oleh-ismail-salim-16628502
Rumah area tebet lokasi strategis dekat pusat belanja dan stasiun.,10,3,1100,28000000000,35623410,"Tebet Raya, Tebet, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-area-tebet-lokasi-strategis-dekat-pusat-belanja-dan-stasiun-oleh-cecep-baskara-16767485
HITUNG TANAH AREA PREMIUM LAMANDAU KEB. BARU LINGKUNGAN TENANG & JALAN LEBAR,4,4,320,27500000000,66425121,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-hitung-tanah-area-premium-lamandau-keb-baru-lingkungan-tenang-jalan-lebar-oleh-nizar-luthfi-17958234
Cipete lux house best price,3,5,500,27000000000,26548673,"CIPETE, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cipete-lux-house-best-price-oleh-irena-saptari-18916508
Jual Rumah Pondok Indah Hook,4,4,400,27000000000,38028169,"Pondok Indah, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jual-rumah-pondok-indah-hook-oleh-ria-yuliantini-18804690
Rumah Bagus di Jl. Mampang Prapatan XIV,7,7,880,27000000000,33415842,"Jl. Mampang Prapatan XIV, Mampang Prapatan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-bagus-di-jl-mampang-prapatan-xiv-oleh-sisie-17647013
Gatot subroto,10,10,600,27000000000,63380282,"Jalan gatot subroto, Gatot Subroto, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-gatot-subroto-oleh-heni-riani-susanti-18924152
"Dijual Rumah Mewah Dengan Kolam Renang Di Cipete, DKI Jakarta Selatan",3,5,450,26000000000,25565388,"Cipete, DKI Jakarta Selatan, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-dengan-kolam-renang-di-cipete-dki-jakarta-selatan-oleh-niar-tamara-18508809
"4 Bedrooms Rumah Kebayoran Baru, Jakarta Selatan, DKI Jakarta",3,4,250,26000000000,77380952,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-4-bedrooms-rumah-kebayoran-baru-jakarta-selatan-dki-jakarta-oleh-sari-16940822
Rumah Strategis Jl Hang Lekir 1,4,4,500,26000000000,56768559,"Jl Hang Lekir 1, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-strategis-jl-hang-lekir-1-oleh-octavia-sylvie-18821875
Dijual Rumah di Mampang Prapatan Jakarta Selatan,7,4,1100,26000000000,49713193,"Mampang Prapatan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-mampang-prapatan-jakarta-selatan-oleh-nurul-laela-roswati-s-psi-18869866
Rumah Fatmawati MRT,8,5,800,26000000000,36111111,"Jl. Batu, Fatmawati, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-fatmawati-mrt-oleh-chris-cornelius-18398240
"Rumah gedung kantor di tebet raya, komersial, jalan raya, dekat taman, termurah, paling murah",5,7,600,25900000000,24927815,"Tebet timur, Tebet, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-gedung-kantor-di-tebet-raya-komersial-jalan-raya-dekat-taman-termurah-paling-murah-oleh-doan-17626799
GEDUNG KOMERSIAL TEBET RAYA - Luas Tanah 1. 039 m2,6,6,700,25900000000,24927815,"Tebet Raya, Tebet, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-gedung-komersial-tebet-raya-luas-tanah-1-039-m2-oleh-abdurrahman-siddiq-18668491
"Dijual Tebet, jalan raya, depan taman, jakarta timur",0,7,1039,25900000000,24927815,"Tebet, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-tebet-jalan-raya-depan-taman-jakarta-timur-oleh-gree-16559460
The Villlas at Kemang Jakarta Selatan,5,5,541,25200000000,41584158,"Mampang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-the-villlas-at-kemang-jakarta-selatan-oleh-toyo-18930248
"4 Bedrooms Rumah Pondok Pinang, Jakarta Selatan, DKI Jakarta",3,4,400,25000000000,50916497,"Pondok Pinang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-4-bedrooms-rumah-pondok-pinang-jakarta-selatan-dki-jakarta-oleh-arie-yudha-18932869
Dharmawangsa,3,7,233,25000000000,55555556,"Jl. Dharmawangsa, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dharmawangsa-oleh-kathrin-septy-brina-ilona-18664740
Rumah Mewah Di Jalan Bangka Jaksel,4,6,300,25000000000,23408240,"Mampang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-di-jalan-bangka-jaksel-oleh-yus-betty-18751824
"5 Bedrooms Rumah Pondok Indah, Jakarta Selatan, DKI Jakarta",4,5,500,25000000000,44642857,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-5-bedrooms-rumah-pondok-indah-jakarta-selatan-dki-jakarta-oleh-arie-yudha-18930399
"Dijual Rumah Lama Hitung Tanah di Dharmawangsa, Kebayoran Baru Jakarta Selatan",4,7,233,25000000000,55555556,"Dharmawangsa, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-lama-hitung-tanah-di-dharmawangsa-kebayoran-baru-jakarta-selatan-oleh-zainab-alattas-18664311
"RUMAH MEWAH SELANGKAH MENUJU SCBD SUDIRMAN, KEBAYORAN BARU",4,4,500,25000000000,69832402,"Kebayoran Baru, SCBD Sudirman, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-selangkah-menuju-scbd-sudirman-kebayoran-baru-oleh-satrio-ang-17905114
Area Simatupang cilandak,5,5,700,25000000000,22935780,"Harsono, Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-area-simatupang-cilandak-oleh-gatot-sumadio-18909158
Rumah Pondok Indah,5,4,350,25000000000,44483986,"Pondok Indah Jakarta Selatan, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-pondok-indah-oleh-christin-sitompul-18573183
"6 Bedrooms Rumah Pondok Indah, Jakarta Selatan, DKI Jakarta",5,6,1000,25000000000,45454545,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-6-bedrooms-rumah-pondok-indah-jakarta-selatan-dki-jakarta-oleh-sarman-17744079
SCBD,5,4,378,25000000000,69832402,". Jl. Jend. Sudirman, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-scbd-oleh-kenny-wong-18619103
"Rumah Dijual, Rumah kokoh luas 1000 m2 area Tebet jakarta selatan",6,7,1000,25000000000,25000000,"Tebet, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-dijual-rumah-kokoh-luas-1000-m2-area-tebet-jakarta-selatan-oleh-lina-soetandar-17872603
